user_id,channel,marketing_cost_eur
1899,referral,25.00
1902,referral,25.00
1912,referral,25.00
1913,referral,25.00
1923,referral,25.00
1938,referral,25.00
1942,referral,25.00
1945,referral,25.00
1948,referral,25.00
1961,referral,25.00
1963,referral,25.00
1964,referral,25.00
1979,referral,25.00
1989,referral,25.00
1996,referral,25.00
1889,referral,25.00
1890,referral,25.00
895,google_ads,28.41
898,google_ads,28.41
901,google_ads,28.41
905,google_ads,28.41
906,google_ads,28.41
907,google_ads,28.41
909,google_ads,28.41
911,google_ads,28.41
913,google_ads,28.41
921,google_ads,28.41
931,google_ads,28.41
932,google_ads,28.41
937,google_ads,28.41
943,google_ads,28.41
946,google_ads,28.41
948,google_ads,28.41
953,google_ads,28.41
955,google_ads,28.41
956,google_ads,28.41
958,google_ads,28.41
962,google_ads,28.41
963,google_ads,28.41
965,google_ads,28.41
966,google_ads,28.41
969,google_ads,28.41
971,google_ads,28.41
976,google_ads,28.41
977,google_ads,28.41
981,google_ads,28.41
823,meta_ads,23.11
825,meta_ads,23.11
832,meta_ads,23.11
836,meta_ads,23.11
838,meta_ads,23.11
860,meta_ads,23.11
865,meta_ads,23.11
872,meta_ads,23.11
876,meta_ads,23.11
887,meta_ads,23.11
892,meta_ads,23.11
74,affiliate,162.66
174,affiliate,221.48
173,affiliate,221.48
417,affiliate,317.83
421,affiliate,317.83
315,affiliate,451.65
1516,meta_ads,31.51
1519,meta_ads,31.51
1522,meta_ads,31.51
1523,meta_ads,31.51
1539,meta_ads,31.51
1548,meta_ads,31.51
1555,meta_ads,31.51
1471,meta_ads,31.51
1476,meta_ads,31.51
1482,meta_ads,31.51
1486,meta_ads,31.51
1487,meta_ads,31.51
1489,meta_ads,31.51
1493,meta_ads,31.51
1494,meta_ads,31.51
1497,meta_ads,31.51
1508,meta_ads,31.51
1511,meta_ads,31.51
728,meta_ads,34.42
732,meta_ads,34.42
740,meta_ads,34.42
741,meta_ads,34.42
745,meta_ads,34.42
749,meta_ads,34.42
755,meta_ads,34.42
756,meta_ads,34.42
758,meta_ads,34.42
776,meta_ads,34.42
790,meta_ads,34.42
792,meta_ads,34.42
795,meta_ads,34.42
798,meta_ads,34.42
801,meta_ads,34.42
904,email,77.99
661,affiliate,232.77
672,affiliate,232.77
722,affiliate,232.77
983,meta_ads,28.94
987,meta_ads,28.94
1004,meta_ads,28.94
1014,meta_ads,28.94
1017,meta_ads,28.94
1021,meta_ads,28.94
1024,meta_ads,28.94
1044,meta_ads,28.94
1063,meta_ads,28.94
1066,meta_ads,28.94
1070,meta_ads,28.94
1074,referral,25.00
1085,referral,25.00
1092,referral,25.00
1098,referral,25.00
1099,referral,25.00
1104,referral,25.00
1106,referral,25.00
1113,referral,25.00
1114,referral,25.00
1120,referral,25.00
1127,referral,25.00
1131,referral,25.00
1132,referral,25.00
1136,referral,25.00
1142,referral,25.00
1157,referral,25.00
1159,referral,25.00
1143,affiliate,299.68
1358,meta_ads,33.39
1361,meta_ads,33.39
1364,meta_ads,33.39
1386,meta_ads,33.39
1394,meta_ads,33.39
1395,meta_ads,33.39
1398,meta_ads,33.39
1404,meta_ads,33.39
1414,meta_ads,33.39
1417,meta_ads,33.39
1418,meta_ads,33.39
1423,meta_ads,33.39
1441,meta_ads,33.39
1452,meta_ads,33.39
784,email,75.46
771,tiktok_ads,55.71
786,tiktok_ads,55.71
788,tiktok_ads,55.71
803,tiktok_ads,55.71
806,tiktok_ads,55.71
736,tiktok_ads,55.71
748,tiktok_ads,55.71
260,affiliate,192.99
273,affiliate,192.99
511,affiliate,610.40
1755,affiliate,233.72
1760,affiliate,233.72
1141,email,35.78
1145,email,35.78
1086,email,35.78
1547,email,27.44
1552,email,27.44
1499,email,27.44
1507,email,27.44
1033,tiktok_ads,87.90
1036,tiktok_ads,87.90
1039,tiktok_ads,87.90
1046,tiktok_ads,87.90
1670,google_ads,14.62
1672,google_ads,14.62
1674,google_ads,14.62
1676,google_ads,14.62
1678,google_ads,14.62
1682,google_ads,14.62
1683,google_ads,14.62
1684,google_ads,14.62
1685,google_ads,14.62
1686,google_ads,14.62
1692,google_ads,14.62
1694,google_ads,14.62
1695,google_ads,14.62
1696,google_ads,14.62
1697,google_ads,14.62
1699,google_ads,14.62
1701,google_ads,14.62
1704,google_ads,14.62
1714,google_ads,14.62
1716,google_ads,14.62
1717,google_ads,14.62
1719,google_ads,14.62
1720,google_ads,14.62
1721,google_ads,14.62
1723,google_ads,14.62
1728,google_ads,14.62
1730,google_ads,14.62
1732,google_ads,14.62
1733,google_ads,14.62
1739,google_ads,14.62
1740,google_ads,14.62
1741,google_ads,14.62
1742,google_ads,14.62
1746,google_ads,14.62
1751,google_ads,14.62
1752,google_ads,14.62
1756,google_ads,14.62
1759,google_ads,14.62
1762,google_ads,14.62
1766,google_ads,14.62
1775,google_ads,14.62
652,meta_ads,68.12
663,meta_ads,68.12
667,meta_ads,68.12
669,meta_ads,68.12
671,meta_ads,68.12
677,meta_ads,68.12
684,meta_ads,68.12
687,meta_ads,68.12
691,meta_ads,68.12
697,meta_ads,68.12
705,meta_ads,68.12
54,tiktok_ads,33.61
64,tiktok_ads,33.61
73,tiktok_ads,33.61
79,tiktok_ads,33.61
81,tiktok_ads,33.61
86,tiktok_ads,33.61
89,tiktok_ads,33.61
103,tiktok_ads,33.61
104,tiktok_ads,33.61
105,tiktok_ads,33.61
108,tiktok_ads,33.61
1673,meta_ads,23.43
1690,meta_ads,23.43
1700,meta_ads,23.43
1705,meta_ads,23.43
1708,meta_ads,23.43
1709,meta_ads,23.43
1718,meta_ads,23.43
1735,meta_ads,23.43
1737,meta_ads,23.43
1748,meta_ads,23.43
1749,meta_ads,23.43
1750,meta_ads,23.43
1754,meta_ads,23.43
1763,meta_ads,23.43
1768,meta_ads,23.43
1769,meta_ads,23.43
1,meta_ads,38.96
9,meta_ads,38.96
10,meta_ads,38.96
11,meta_ads,38.96
12,meta_ads,38.96
18,meta_ads,38.96
22,meta_ads,38.96
26,meta_ads,38.96
27,meta_ads,38.96
29,meta_ads,38.96
32,meta_ads,38.96
39,meta_ads,38.96
49,meta_ads,38.96
50,meta_ads,38.96
1601,tiktok_ads,63.31
1606,tiktok_ads,63.31
1611,tiktok_ads,63.31
1612,tiktok_ads,63.31
1619,tiktok_ads,63.31
1637,tiktok_ads,63.31
1657,tiktok_ads,63.31
498,google_ads,19.98
499,google_ads,19.98
500,google_ads,19.98
502,google_ads,19.98
510,google_ads,19.98
515,google_ads,19.98
520,google_ads,19.98
521,google_ads,19.98
523,google_ads,19.98
524,google_ads,19.98
525,google_ads,19.98
526,google_ads,19.98
528,google_ads,19.98
529,google_ads,19.98
536,google_ads,19.98
537,google_ads,19.98
538,google_ads,19.98
546,google_ads,19.98
547,google_ads,19.98
551,google_ads,19.98
552,google_ads,19.98
556,google_ads,19.98
558,google_ads,19.98
561,google_ads,19.98
563,google_ads,19.98
565,google_ads,19.98
568,google_ads,19.98
571,google_ads,19.98
576,google_ads,30.14
577,google_ads,30.14
578,google_ads,30.14
580,google_ads,30.14
585,google_ads,30.14
586,google_ads,30.14
597,google_ads,30.14
601,google_ads,30.14
608,google_ads,30.14
611,google_ads,30.14
612,google_ads,30.14
615,google_ads,30.14
619,google_ads,30.14
621,google_ads,30.14
622,google_ads,30.14
623,google_ads,30.14
624,google_ads,30.14
626,google_ads,30.14
627,google_ads,30.14
631,google_ads,30.14
636,google_ads,30.14
641,google_ads,30.14
645,google_ads,30.14
647,google_ads,30.14
648,google_ads,30.14
787,affiliate,297.16
572,tiktok_ads,64.29
598,tiktok_ads,64.29
632,tiktok_ads,64.29
633,tiktok_ads,64.29
642,tiktok_ads,64.29
899,tiktok_ads,30.91
916,tiktok_ads,30.91
919,tiktok_ads,30.91
929,tiktok_ads,30.91
959,tiktok_ads,30.91
960,tiktok_ads,30.91
970,tiktok_ads,30.91
979,tiktok_ads,30.91
1165,tiktok_ads,21.96
1181,tiktok_ads,21.96
1202,tiktok_ads,21.96
1203,tiktok_ads,21.96
1208,tiktok_ads,21.96
1210,tiktok_ads,21.96
1218,tiktok_ads,21.96
1249,tiktok_ads,21.96
115,affiliate,545.79
1072,google_ads,27.21
1075,google_ads,27.21
1078,google_ads,27.21
1080,google_ads,27.21
1084,google_ads,27.21
1087,google_ads,27.21
1088,google_ads,27.21
1089,google_ads,27.21
1090,google_ads,27.21
1091,google_ads,27.21
1097,google_ads,27.21
1100,google_ads,27.21
1103,google_ads,27.21
1105,google_ads,27.21
1109,google_ads,27.21
1111,google_ads,27.21
1112,google_ads,27.21
1115,google_ads,27.21
1121,google_ads,27.21
1123,google_ads,27.21
1125,google_ads,27.21
1133,google_ads,27.21
1134,google_ads,27.21
1135,google_ads,27.21
1137,google_ads,27.21
1138,google_ads,27.21
1140,google_ads,27.21
1147,google_ads,27.21
1148,google_ads,27.21
1149,google_ads,27.21
1151,google_ads,27.21
1153,google_ads,27.21
1154,google_ads,27.21
1158,google_ads,27.21
1161,google_ads,27.21
1162,google_ads,27.21
764,referral,25.00
767,referral,25.00
769,referral,25.00
773,referral,25.00
777,referral,25.00
778,referral,25.00
781,referral,25.00
791,referral,25.00
793,referral,25.00
796,referral,25.00
799,referral,25.00
802,referral,25.00
809,referral,25.00
735,referral,25.00
743,referral,25.00
744,referral,25.00
747,referral,25.00
985,google_ads,19.37
986,google_ads,19.37
991,google_ads,19.37
993,google_ads,19.37
997,google_ads,19.37
1005,google_ads,19.37
1006,google_ads,19.37
1007,google_ads,19.37
1016,google_ads,19.37
1020,google_ads,19.37
1022,google_ads,19.37
1025,google_ads,19.37
1026,google_ads,19.37
1027,google_ads,19.37
1029,google_ads,19.37
1030,google_ads,19.37
1031,google_ads,19.37
1032,google_ads,19.37
1034,google_ads,19.37
1035,google_ads,19.37
1038,google_ads,19.37
1042,google_ads,19.37
1045,google_ads,19.37
1052,google_ads,19.37
1053,google_ads,19.37
1059,google_ads,19.37
1061,google_ads,19.37
1062,google_ads,19.37
1065,google_ads,19.37
1067,google_ads,19.37
1069,google_ads,19.37
506,tiktok_ads,61.92
507,tiktok_ads,61.92
514,tiktok_ads,61.92
519,tiktok_ads,61.92
522,tiktok_ads,61.92
542,tiktok_ads,61.92
560,tiktok_ads,61.92
230,referral,25.00
235,referral,25.00
237,referral,25.00
241,referral,25.00
250,referral,25.00
254,referral,25.00
257,referral,25.00
259,referral,25.00
13,tiktok_ads,134.06
37,tiktok_ads,134.06
651,referral,25.00
664,referral,25.00
666,referral,25.00
676,referral,25.00
682,referral,25.00
683,referral,25.00
685,referral,25.00
686,referral,25.00
688,referral,25.00
693,referral,25.00
694,referral,25.00
695,referral,25.00
698,referral,25.00
699,referral,25.00
700,referral,25.00
702,referral,25.00
710,referral,25.00
713,referral,25.00
714,referral,25.00
718,referral,25.00
720,referral,25.00
723,referral,25.00
724,referral,25.00
726,referral,25.00
988,organic,0
990,organic,0
994,organic,0
996,organic,0
998,organic,0
1000,organic,0
1001,organic,0
1009,organic,0
1010,organic,0
1015,organic,0
1023,organic,0
1028,organic,0
1037,organic,0
1048,organic,0
1055,organic,0
1056,organic,0
1064,organic,0
31,organic,0
35,organic,0
43,organic,0
45,organic,0
432,organic,0
434,organic,0
440,organic,0
442,organic,0
447,organic,0
456,organic,0
463,organic,0
465,organic,0
471,organic,0
483,organic,0
488,organic,0
489,organic,0
491,organic,0
495,organic,0
497,organic,0
110,organic,0
132,organic,0
140,organic,0
146,organic,0
161,organic,0
162,organic,0
163,organic,0
165,organic,0
1166,organic,0
1167,organic,0
1173,organic,0
1177,organic,0
1185,organic,0
1189,organic,0
1191,organic,0
1193,organic,0
1199,organic,0
1201,organic,0
1209,organic,0
1212,organic,0
1214,organic,0
1228,organic,0
1230,organic,0
1246,organic,0
1248,organic,0
1253,organic,0
1255,organic,0
1256,organic,0
574,organic,0
592,organic,0
594,organic,0
595,organic,0
605,organic,0
628,organic,0
640,organic,0
643,organic,0
644,organic,0
1462,organic,0
1464,organic,0
1466,organic,0
1469,organic,0
1474,organic,0
1481,organic,0
1483,organic,0
1484,organic,0
1485,organic,0
1491,organic,0
1498,organic,0
1503,organic,0
1518,organic,0
1521,organic,0
1526,organic,0
1541,organic,0
1543,organic,0
1546,organic,0
1553,organic,0
1554,organic,0
1559,organic,0
59,organic,0
61,organic,0
71,organic,0
84,organic,0
87,organic,0
395,organic,0
397,organic,0
405,organic,0
408,organic,0
415,organic,0
419,organic,0
424,organic,0
374,organic,0
650,organic,0
662,organic,0
668,organic,0
670,organic,0
712,organic,0
725,organic,0
727,organic,0
1565,organic,0
1570,organic,0
1579,organic,0
1582,organic,0
1591,organic,0
1614,organic,0
1615,organic,0
1618,organic,0
1630,organic,0
1631,organic,0
1632,organic,0
1648,organic,0
1654,organic,0
1662,organic,0
1663,organic,0
1698,organic,0
1703,organic,0
1706,organic,0
1707,organic,0
1711,organic,0
1715,organic,0
1722,organic,0
1725,organic,0
1726,organic,0
1729,organic,0
1731,organic,0
1743,organic,0
1753,organic,0
1758,organic,0
1764,organic,0
1767,organic,0
1774,organic,0
1680,organic,0
1687,organic,0
1688,organic,0
1267,organic,0
1276,organic,0
1280,organic,0
1286,organic,0
1298,organic,0
1306,organic,0
1307,organic,0
1310,organic,0
1318,organic,0
1321,organic,0
1331,organic,0
1334,organic,0
1350,organic,0
1352,organic,0
508,organic,0
509,organic,0
533,organic,0
534,organic,0
535,organic,0
539,organic,0
549,organic,0
553,organic,0
555,organic,0
557,organic,0
569,organic,0
570,organic,0
1894,organic,0
1905,organic,0
1907,organic,0
1927,organic,0
1931,organic,0
1934,organic,0
1935,organic,0
1941,organic,0
1943,organic,0
1944,organic,0
1960,organic,0
1966,organic,0
1974,organic,0
1990,organic,0
1995,organic,0
1999,organic,0
180,organic,0
186,organic,0
193,organic,0
194,organic,0
200,organic,0
202,organic,0
218,organic,0
220,organic,0
222,organic,0
224,organic,0
228,organic,0
1359,organic,0
1367,organic,0
1374,organic,0
1380,organic,0
1384,organic,0
1388,organic,0
1392,organic,0
1406,organic,0
1412,organic,0
1427,organic,0
1431,organic,0
1447,organic,0
1448,organic,0
1453,organic,0
1454,organic,0
1456,organic,0
757,organic,0
760,organic,0
762,organic,0
763,organic,0
770,organic,0
783,organic,0
794,organic,0
808,organic,0
738,organic,0
751,organic,0
752,organic,0
1791,organic,0
1796,organic,0
1798,organic,0
1806,organic,0
1809,organic,0
1824,organic,0
1825,organic,0
1838,organic,0
1844,organic,0
1848,organic,0
1867,organic,0
1871,organic,0
1884,organic,0
1885,organic,0
896,organic,0
900,organic,0
902,organic,0
908,organic,0
910,organic,0
924,organic,0
925,organic,0
938,organic,0
940,organic,0
945,organic,0
947,organic,0
951,organic,0
954,organic,0
292,organic,0
296,organic,0
300,organic,0
307,organic,0
309,organic,0
316,organic,0
318,organic,0
322,organic,0
343,organic,0
347,organic,0
356,organic,0
357,organic,0
236,organic,0
243,organic,0
246,organic,0
247,organic,0
248,organic,0
256,organic,0
263,organic,0
266,organic,0
267,organic,0
277,organic,0
282,organic,0
285,organic,0
289,organic,0
1146,organic,0
1150,organic,0
1152,organic,0
1155,organic,0
1156,organic,0
1160,organic,0
1076,organic,0
1096,organic,0
1101,organic,0
1108,organic,0
1116,organic,0
1126,organic,0
1130,organic,0
815,organic,0
824,organic,0
827,organic,0
828,organic,0
830,organic,0
841,organic,0
842,organic,0
853,organic,0
864,organic,0
871,organic,0
875,organic,0
878,organic,0
879,organic,0
883,organic,0
885,organic,0
894,organic,0
